Month_Num,Month_Name,Area_Name,GMM_Threshold_dB
1,January,Bagerhat,-16.5
1,January,Bandarban,-16.5
1,January,Barguna,-16.5
1,January,Barisal,-16.5
1,January,Bhola,-16.5
1,January,Bogra,-16.5
1,January,Brahamanbaria,-16.5
1,January,Chandpur,-16.5
1,January,Chittagong,-16.5
1,January,Chuadanga,-16.5
1,January,Comilla,-16.5
1,January,Cox's Bazar,-16.5
1,January,Dhaka,-16.5
1,January,Dinajpur,-16.5
1,January,Faridpur,-16.5
1,January,Feni,-16.5
1,January,Gaibandha,-17.24
1,January,Gazipur,-16.5
1,January,Gopalganj,-16.5
1,January,Habiganj,-16.5
1,January,Jamalpur,-16.5
1,January,Jessore,-16.5
1,January,Jhalokati,-16.5
1,January,Jhenaidah,-16.5
1,January,Joypurhat,-16.5
1,January,Khagrachhari,-16.5
1,January,Khulna,-16.5
1,January,Kishoreganj,-16.5
1,January,Kurigram,-16.5
1,January,Kushtia,-16.5
1,January,Lakshmipur,-16.5
1,January,Lalmonirhat,-16.5
1,January,Madaripur,-16.5
1,January,Magura,-16.5
1,January,Manikganj,-16.5
1,January,Maulvibazar,-16.5
1,January,Meherpur,-16.5
1,January,Munshiganj,-16.5
1,January,Mymensingh,-16.5
1,January,Naogaon,-16.5
1,January,Narail,-16.5
1,January,Narayanganj,-16.5
1,January,Narsingdi,-16.5
1,January,Natore,-16.5
1,January,Nawabganj,-16.5
1,January,Netrakona,-16.5
1,January,Nilphamari,-16.5
1,January,Noakhali,-16.5
1,January,Pabna,-16.5
1,January,Panchagarh,-16.5
1,January,Patuakhali,-16.5
1,January,Pirojpur,-16.5
1,January,Rajbari,-16.5
1,January,Rajshahi,-16.5
1,January,Rangamati,-16.5
1,January,Rangpur,-16.5
1,January,Satkhira,-16.5
1,January,Shariatpur,-16.5
1,January,Sherpur,-16.5
1,January,Sirajganj,-16.5
1,January,Sunamganj,-16.5
1,January,Sylhet,-16.5
1,January,Tangail,-16.5
1,January,Thakurgaon,-16.5
1,January,national_mean,-16.5
2,February,Bagerhat,-16.5
2,February,Bandarban,-16.5
2,February,Barguna,-16.5
2,February,Barisal,-16.5
2,February,Bhola,-16.5
2,February,Bogra,-16.5
2,February,Brahamanbaria,-16.5
2,February,Chandpur,-16.5
2,February,Chittagong,-16.5
2,February,Chuadanga,-16.5
2,February,Comilla,-16.5
2,February,Cox's Bazar,-16.5
2,February,Dhaka,-16.5
2,February,Dinajpur,-16.5
2,February,Faridpur,-16.5
2,February,Feni,-16.5
2,February,Gaibandha,-16.5
2,February,Gazipur,-16.5
2,February,Gopalganj,-16.5
2,February,Habiganj,-16.5
2,February,Jamalpur,-16.5
2,February,Jessore,-16.5
2,February,Jhalokati,-16.5
2,February,Jhenaidah,-16.5
2,February,Joypurhat,-16.5
2,February,Khagrachhari,-16.5
2,February,Khulna,-16.5
2,February,Kishoreganj,-16.5
2,February,Kurigram,-16.5
2,February,Kushtia,-16.5
2,February,Lakshmipur,-16.5
2,February,Lalmonirhat,-16.5
2,February,Madaripur,-16.5
2,February,Magura,-16.5
2,February,Manikganj,-16.5
2,February,Maulvibazar,-16.5
2,February,Meherpur,-16.5
2,February,Munshiganj,-16.5
2,February,Mymensingh,-16.5
2,February,Naogaon,-16.5
2,February,Narail,-16.5
2,February,Narayanganj,-16.5
2,February,Narsingdi,-16.5
2,February,Natore,-16.5
2,February,Nawabganj,-16.5
2,February,Netrakona,-16.5
2,February,Nilphamari,-16.5
2,February,Noakhali,-16.5
2,February,Pabna,-16.5
2,February,Panchagarh,-16.5
2,February,Patuakhali,-16.5
2,February,Pirojpur,-16.5
2,February,Rajbari,-16.5
2,February,Rajshahi,-16.5
2,February,Rangamati,-16.5
2,February,Rangpur,-16.5
2,February,Satkhira,-16.5
2,February,Shariatpur,-16.54
2,February,Sherpur,-16.5
2,February,Sirajganj,-16.5
2,February,Sunamganj,-16.5
2,February,Sylhet,-16.5
2,February,Tangail,-16.5
2,February,Thakurgaon,-16.5
2,February,national_mean,-16.5
3,March,Bagerhat,-16.5
3,March,Bandarban,-16.5
3,March,Barguna,-16.5
3,March,Barisal,-16.5
3,March,Bhola,-16.5
3,March,Bogra,-16.5
3,March,Brahamanbaria,-16.5
3,March,Chandpur,-16.5
3,March,Chittagong,-16.5
3,March,Chuadanga,-16.5
3,March,Comilla,-16.5
3,March,Cox's Bazar,-16.5
3,March,Dhaka,-16.5
3,March,Dinajpur,-16.5
3,March,Faridpur,-16.5
3,March,Feni,-16.5
3,March,Gaibandha,-16.5
3,March,Gazipur,-16.5
3,March,Gopalganj,-16.5
3,March,Habiganj,-16.5
3,March,Jamalpur,-16.5
3,March,Jessore,-16.5
3,March,Jhalokati,-16.5
3,March,Jhenaidah,-16.5
3,March,Joypurhat,-16.5
3,March,Khagrachhari,-16.5
3,March,Khulna,-16.5
3,March,Kishoreganj,-16.5
3,March,Kurigram,-16.5
3,March,Kushtia,-16.5
3,March,Lakshmipur,-16.5
3,March,Lalmonirhat,-16.5
3,March,Madaripur,-16.5
3,March,Magura,-16.5
3,March,Manikganj,-16.5
3,March,Maulvibazar,-16.5
3,March,Meherpur,-16.5
3,March,Munshiganj,-16.5
3,March,Mymensingh,-16.5
3,March,Naogaon,-16.5
3,March,Narail,-16.5
3,March,Narayanganj,-16.5
3,March,Narsingdi,-16.5
3,March,Natore,-16.5
3,March,Nawabganj,-16.5
3,March,Netrakona,-16.5
3,March,Nilphamari,-16.5
3,March,Noakhali,-16.5
3,March,Pabna,-16.5
3,March,Panchagarh,-16.5
3,March,Patuakhali,-16.5
3,March,Pirojpur,-16.5
3,March,Rajbari,-16.5
3,March,Rajshahi,-16.5
3,March,Rangamati,-16.5
3,March,Rangpur,-16.5
3,March,Satkhira,-16.5
3,March,Shariatpur,-16.5
3,March,Sherpur,-16.5
3,March,Sirajganj,-16.5
3,March,Sunamganj,-16.5
3,March,Sylhet,-16.5
3,March,Tangail,-16.5
3,March,Thakurgaon,-16.5
3,March,national_mean,-16.5
4,April,Bagerhat,-16.5
4,April,Bandarban,-16.5
4,April,Barguna,-16.5
4,April,Barisal,-16.5
4,April,Bhola,-16.5
4,April,Bogra,-16.5
4,April,Brahamanbaria,-16.5
4,April,Chandpur,-16.5
4,April,Chittagong,-16.5
4,April,Chuadanga,-16.5
4,April,Comilla,-16.5
4,April,Cox's Bazar,-16.5
4,April,Dhaka,-16.5
4,April,Dinajpur,-16.5
4,April,Faridpur,-16.5
4,April,Feni,-16.5
4,April,Gaibandha,-16.5
4,April,Gazipur,-16.5
4,April,Gopalganj,-16.5
4,April,Habiganj,-16.5
4,April,Jamalpur,-16.5
4,April,Jessore,-16.5
4,April,Jhalokati,-16.5
4,April,Jhenaidah,-16.5
4,April,Joypurhat,-16.5
4,April,Khagrachhari,-16.5
4,April,Khulna,-16.5
4,April,Kishoreganj,-16.5
4,April,Kurigram,-16.5
4,April,Kushtia,-16.5
4,April,Lakshmipur,-16.5
4,April,Lalmonirhat,-16.5
4,April,Madaripur,-16.5
4,April,Magura,-16.5
4,April,Manikganj,-16.5
4,April,Maulvibazar,-16.5
4,April,Meherpur,-16.5
4,April,Munshiganj,-16.5
4,April,Mymensingh,-16.5
4,April,Naogaon,-16.5
4,April,Narail,-16.5
4,April,Narayanganj,-16.5
4,April,Narsingdi,-16.5
4,April,Natore,-16.5
4,April,Nawabganj,-16.5
4,April,Netrakona,-16.5
4,April,Nilphamari,-16.5
4,April,Noakhali,-16.5
4,April,Pabna,-16.5
4,April,Panchagarh,-16.5
4,April,Patuakhali,-16.5
4,April,Pirojpur,-16.5
4,April,Rajbari,-16.5
4,April,Rajshahi,-16.5
4,April,Rangamati,-16.5
4,April,Rangpur,-16.5
4,April,Satkhira,-16.5
4,April,Shariatpur,-16.5
4,April,Sherpur,-16.5
4,April,Sirajganj,-16.5
4,April,Sunamganj,-16.5
4,April,Sylhet,-16.5
4,April,Tangail,-16.5
4,April,Thakurgaon,-16.5
4,April,national_mean,-16.5
5,May,Bagerhat,-16.5
5,May,Bandarban,-16.5
5,May,Barguna,-16.5
5,May,Barisal,-16.5
5,May,Bhola,-16.5
5,May,Bogra,-16.5
5,May,Brahamanbaria,-16.5
5,May,Chandpur,-16.5
5,May,Chittagong,-16.5
5,May,Chuadanga,-16.5
5,May,Comilla,-16.5
5,May,Cox's Bazar,-16.5
5,May,Dhaka,-16.5
5,May,Dinajpur,-16.5
5,May,Faridpur,-16.5
5,May,Feni,-16.5
5,May,Gaibandha,-16.5
5,May,Gazipur,-16.5
5,May,Gopalganj,-16.5
5,May,Habiganj,-16.5
5,May,Jamalpur,-16.5
5,May,Jessore,-16.5
5,May,Jhalokati,-16.5
5,May,Jhenaidah,-16.5
5,May,Joypurhat,-16.5
5,May,Khagrachhari,-16.5
5,May,Khulna,-16.5
5,May,Kishoreganj,-16.5
5,May,Kurigram,-16.5
5,May,Kushtia,-16.5
5,May,Lakshmipur,-16.5
5,May,Lalmonirhat,-16.5
5,May,Madaripur,-16.5
5,May,Magura,-16.5
5,May,Manikganj,-16.5
5,May,Maulvibazar,-16.5
5,May,Meherpur,-16.5
5,May,Munshiganj,-16.5
5,May,Mymensingh,-16.5
5,May,Naogaon,-16.5
5,May,Narail,-16.5
5,May,Narayanganj,-16.5
5,May,Narsingdi,-16.5
5,May,Natore,-16.5
5,May,Nawabganj,-16.5
5,May,Netrakona,-16.5
5,May,Nilphamari,-16.5
5,May,Noakhali,-16.5
5,May,Pabna,-16.5
5,May,Panchagarh,-16.5
5,May,Patuakhali,-16.5
5,May,Pirojpur,-16.5
5,May,Rajbari,-16.5
5,May,Rajshahi,-16.5
5,May,Rangamati,-16.5
5,May,Rangpur,-16.5
5,May,Satkhira,-16.5
5,May,Shariatpur,-16.5
5,May,Sherpur,-16.5
5,May,Sirajganj,-16.5
5,May,Sunamganj,-16.5
5,May,Sylhet,-16.5
5,May,Tangail,-16.5
5,May,Thakurgaon,-16.5
5,May,national_mean,-16.5
6,June,Bagerhat,-16.5
6,June,Bandarban,-16.5
6,June,Barguna,-16.5
6,June,Barisal,-16.5
6,June,Bhola,-16.5
6,June,Bogra,-16.5
6,June,Brahamanbaria,-16.5
6,June,Chandpur,-16.5
6,June,Chittagong,-16.5
6,June,Chuadanga,-16.5
6,June,Comilla,-16.5
6,June,Cox's Bazar,-16.5
6,June,Dhaka,-16.5
6,June,Dinajpur,-16.5
6,June,Faridpur,-16.5
6,June,Feni,-16.5
6,June,Gaibandha,-16.5
6,June,Gazipur,-16.5
6,June,Gopalganj,-16.5
6,June,Habiganj,-16.5
6,June,Jamalpur,-16.5
6,June,Jessore,-16.5
6,June,Jhalokati,-16.5
6,June,Jhenaidah,-16.5
6,June,Joypurhat,-16.5
6,June,Khagrachhari,-16.5
6,June,Khulna,-16.5
6,June,Kishoreganj,-16.5
6,June,Kurigram,-16.5
6,June,Kushtia,-16.5
6,June,Lakshmipur,-16.5
6,June,Lalmonirhat,-16.5
6,June,Madaripur,-16.5
6,June,Magura,-16.5
6,June,Manikganj,-16.5
6,June,Maulvibazar,-16.5
6,June,Meherpur,-16.5
6,June,Munshiganj,-16.5
6,June,Mymensingh,-16.5
6,June,Naogaon,-16.5
6,June,Narail,-16.5
6,June,Narayanganj,-16.5
6,June,Narsingdi,-16.5
6,June,Natore,-16.5
6,June,Nawabganj,-16.5
6,June,Netrakona,-16.5
6,June,Nilphamari,-16.5
6,June,Noakhali,-16.5
6,June,Pabna,-16.5
6,June,Panchagarh,-16.5
6,June,Patuakhali,-16.5
6,June,Pirojpur,-16.5
6,June,Rajbari,-16.5
6,June,Rajshahi,-16.5
6,June,Rangamati,-16.5
6,June,Rangpur,-16.5
6,June,Satkhira,-16.5
6,June,Shariatpur,-16.5
6,June,Sherpur,-16.5
6,June,Sirajganj,-16.5
6,June,Sunamganj,-16.5
6,June,Sylhet,-16.5
6,June,Tangail,-16.5
6,June,Thakurgaon,-16.5
6,June,national_mean,-16.5
7,July,Bagerhat,-16.5
7,July,Bandarban,-16.5
7,July,Barguna,-16.5
7,July,Barisal,-16.5
7,July,Bhola,-16.5
7,July,Bogra,-16.5
7,July,Brahamanbaria,-16.5
7,July,Chandpur,-16.5
7,July,Chittagong,-16.5
7,July,Chuadanga,-16.5
7,July,Comilla,-16.5
7,July,Cox's Bazar,-16.5
7,July,Dhaka,-16.5
7,July,Dinajpur,-16.5
7,July,Faridpur,-16.5
7,July,Feni,-16.5
7,July,Gaibandha,-16.5
7,July,Gazipur,-16.5
7,July,Gopalganj,-16.5
7,July,Habiganj,-16.5
7,July,Jamalpur,-16.5
7,July,Jessore,-16.5
7,July,Jhalokati,-16.5
7,July,Jhenaidah,-16.5
7,July,Joypurhat,-16.5
7,July,Khagrachhari,-16.5
7,July,Khulna,-16.5
7,July,Kishoreganj,-16.5
7,July,Kurigram,-16.5
7,July,Kushtia,-16.5
7,July,Lakshmipur,-16.5
7,July,Lalmonirhat,-16.5
7,July,Madaripur,-16.5
7,July,Magura,-16.5
7,July,Manikganj,-16.5
7,July,Maulvibazar,-16.5
7,July,Meherpur,-16.5
7,July,Munshiganj,-16.5
7,July,Mymensingh,-16.5
7,July,Naogaon,-16.5
7,July,Narail,-16.5
7,July,Narayanganj,-16.5
7,July,Narsingdi,-16.5
7,July,Natore,-16.5
7,July,Nawabganj,-16.5
7,July,Netrakona,-16.5
7,July,Nilphamari,-16.5
7,July,Noakhali,-16.5
7,July,Pabna,-16.5
7,July,Panchagarh,-16.5
7,July,Patuakhali,-16.5
7,July,Pirojpur,-16.5
7,July,Rajbari,-16.5
7,July,Rajshahi,-16.5
7,July,Rangamati,-16.5
7,July,Rangpur,-16.5
7,July,Satkhira,-16.5
7,July,Shariatpur,-16.5
7,July,Sherpur,-16.5
7,July,Sirajganj,-16.5
7,July,Sunamganj,-16.5
7,July,Sylhet,-16.5
7,July,Tangail,-16.5
7,July,Thakurgaon,-16.5
7,July,national_mean,-16.5
8,August,Bagerhat,-16.5
8,August,Bandarban,-16.5
8,August,Barguna,-16.5
8,August,Barisal,-16.5
8,August,Bhola,-16.5
8,August,Bogra,-16.5
8,August,Brahamanbaria,-16.5
8,August,Chandpur,-16.5
8,August,Chittagong,-16.5
8,August,Chuadanga,-16.5
8,August,Comilla,-16.5
8,August,Cox's Bazar,-16.5
8,August,Dhaka,-16.5
8,August,Dinajpur,-16.5
8,August,Faridpur,-16.5
8,August,Feni,-16.5
8,August,Gaibandha,-16.5
8,August,Gazipur,-16.5
8,August,Gopalganj,-16.5
8,August,Habiganj,-16.5
8,August,Jamalpur,-16.5
8,August,Jessore,-16.5
8,August,Jhalokati,-16.5
8,August,Jhenaidah,-16.5
8,August,Joypurhat,-16.5
8,August,Khagrachhari,-16.5
8,August,Khulna,-16.5
8,August,Kishoreganj,-16.72
8,August,Kurigram,-16.5
8,August,Kushtia,-16.5
8,August,Lakshmipur,-16.5
8,August,Lalmonirhat,-16.5
8,August,Madaripur,-16.5
8,August,Magura,-16.5
8,August,Manikganj,-16.5
8,August,Maulvibazar,-16.5
8,August,Meherpur,-16.5
8,August,Munshiganj,-16.5
8,August,Mymensingh,-16.5
8,August,Naogaon,-16.5
8,August,Narail,-16.5
8,August,Narayanganj,-16.5
8,August,Narsingdi,-16.5
8,August,Natore,-16.5
8,August,Nawabganj,-16.5
8,August,Netrakona,-16.5
8,August,Nilphamari,-16.5
8,August,Noakhali,-16.5
8,August,Pabna,-16.5
8,August,Panchagarh,-16.5
8,August,Patuakhali,-16.5
8,August,Pirojpur,-16.5
8,August,Rajbari,-16.5
8,August,Rajshahi,-16.5
8,August,Rangamati,-16.5
8,August,Rangpur,-16.5
8,August,Satkhira,-16.5
8,August,Shariatpur,-16.5
8,August,Sherpur,-16.5
8,August,Sirajganj,-16.5
8,August,Sunamganj,-16.5
8,August,Sylhet,-16.5
8,August,Tangail,-16.5
8,August,Thakurgaon,-16.5
8,August,national_mean,-16.5
9,September,Bagerhat,-16.5
9,September,Bandarban,-16.5
9,September,Barguna,-16.5
9,September,Barisal,-16.5
9,September,Bhola,-16.5
9,September,Bogra,-16.5
9,September,Brahamanbaria,-16.5
9,September,Chandpur,-16.5
9,September,Chittagong,-16.5
9,September,Chuadanga,-16.5
9,September,Comilla,-16.5
9,September,Cox's Bazar,-16.5
9,September,Dhaka,-16.5
9,September,Dinajpur,-16.5
9,September,Faridpur,-16.5
9,September,Feni,-16.5
9,September,Gaibandha,-16.5
9,September,Gazipur,-16.5
9,September,Gopalganj,-16.5
9,September,Habiganj,-16.5
9,September,Jamalpur,-16.5
9,September,Jessore,-16.5
9,September,Jhalokati,-16.5
9,September,Jhenaidah,-16.5
9,September,Joypurhat,-16.5
9,September,Khagrachhari,-16.5
9,September,Khulna,-16.5
9,September,Kishoreganj,-16.5
9,September,Kurigram,-16.5
9,September,Kushtia,-16.5
9,September,Lakshmipur,-16.5
9,September,Lalmonirhat,-16.5
9,September,Madaripur,-16.5
9,September,Magura,-16.5
9,September,Manikganj,-16.5
9,September,Maulvibazar,-16.5
9,September,Meherpur,-16.5
9,September,Munshiganj,-16.5
9,September,Mymensingh,-16.5
9,September,Naogaon,-16.5
9,September,Narail,-16.5
9,September,Narayanganj,-16.5
9,September,Narsingdi,-16.5
9,September,Natore,-16.5
9,September,Nawabganj,-16.5
9,September,Netrakona,-16.5
9,September,Nilphamari,-16.5
9,September,Noakhali,-16.5
9,September,Pabna,-16.5
9,September,Panchagarh,-16.5
9,September,Patuakhali,-16.5
9,September,Pirojpur,-16.5
9,September,Rajbari,-16.5
9,September,Rajshahi,-16.5
9,September,Rangamati,-16.5
9,September,Rangpur,-16.5
9,September,Satkhira,-16.5
9,September,Shariatpur,-16.5
9,September,Sherpur,-16.5
9,September,Sirajganj,-16.5
9,September,Sunamganj,-16.5
9,September,Sylhet,-16.5
9,September,Tangail,-16.5
9,September,Thakurgaon,-16.5
9,September,national_mean,-16.5
10,October,Bagerhat,-16.5
10,October,Bandarban,-16.5
10,October,Barguna,-16.5
10,October,Barisal,-16.5
10,October,Bhola,-16.5
10,October,Bogra,-16.5
10,October,Brahamanbaria,-16.5
10,October,Chandpur,-16.5
10,October,Chittagong,-16.5
10,October,Chuadanga,-16.5
10,October,Comilla,-16.5
10,October,Cox's Bazar,-16.5
10,October,Dhaka,-16.5
10,October,Dinajpur,-16.5
10,October,Faridpur,-16.5
10,October,Feni,-16.5
10,October,Gaibandha,-16.5
10,October,Gazipur,-16.5
10,October,Gopalganj,-16.5
10,October,Habiganj,-16.5
10,October,Jamalpur,-16.5
10,October,Jessore,-16.5
10,October,Jhalokati,-16.5
10,October,Jhenaidah,-16.5
10,October,Joypurhat,-16.5
10,October,Khagrachhari,-16.5
10,October,Khulna,-16.5
10,October,Kishoreganj,-16.5
10,October,Kurigram,-16.5
10,October,Kushtia,-16.5
10,October,Lakshmipur,-16.5
10,October,Lalmonirhat,-16.5
10,October,Madaripur,-16.5
10,October,Magura,-16.5
10,October,Manikganj,-16.5
10,October,Maulvibazar,-16.5
10,October,Meherpur,-16.5
10,October,Munshiganj,-16.5
10,October,Mymensingh,-16.5
10,October,Naogaon,-16.5
10,October,Narail,-16.5
10,October,Narayanganj,-16.5
10,October,Narsingdi,-16.5
10,October,Natore,-16.5
10,October,Nawabganj,-16.5
10,October,Netrakona,-16.5
10,October,Nilphamari,-16.5
10,October,Noakhali,-16.5
10,October,Pabna,-16.5
10,October,Panchagarh,-16.5
10,October,Patuakhali,-16.5
10,October,Pirojpur,-16.5
10,October,Rajbari,-16.5
10,October,Rajshahi,-16.5
10,October,Rangamati,-16.5
10,October,Rangpur,-16.5
10,October,Satkhira,-16.5
10,October,Shariatpur,-16.5
10,October,Sherpur,-16.5
10,October,Sirajganj,-16.5
10,October,Sunamganj,-16.5
10,October,Sylhet,-16.5
10,October,Tangail,-16.5
10,October,Thakurgaon,-16.5
10,October,national_mean,-16.5
11,November,Bagerhat,-16.5
11,November,Bandarban,-16.5
11,November,Barguna,-16.5
11,November,Barisal,-16.5
11,November,Bhola,-16.5
11,November,Bogra,-16.5
11,November,Brahamanbaria,-16.5
11,November,Chandpur,-16.5
11,November,Chittagong,-16.5
11,November,Chuadanga,-16.5
11,November,Comilla,-16.5
11,November,Cox's Bazar,-16.5
11,November,Dhaka,-16.5
11,November,Dinajpur,-16.5
11,November,Faridpur,-16.5
11,November,Feni,-16.5
11,November,Gaibandha,-16.5
11,November,Gazipur,-16.5
11,November,Gopalganj,-16.5
11,November,Habiganj,-16.5
11,November,Jamalpur,-16.5
11,November,Jessore,-16.5
11,November,Jhalokati,-16.5
11,November,Jhenaidah,-16.5
11,November,Joypurhat,-16.5
11,November,Khagrachhari,-16.5
11,November,Khulna,-16.5
11,November,Kishoreganj,-16.5
11,November,Kurigram,-16.5
11,November,Kushtia,-16.5
11,November,Lakshmipur,-16.5
11,November,Lalmonirhat,-16.5
11,November,Madaripur,-16.5
11,November,Magura,-16.5
11,November,Manikganj,-16.5
11,November,Maulvibazar,-16.5
11,November,Meherpur,-16.5
11,November,Munshiganj,-16.5
11,November,Mymensingh,-16.5
11,November,Naogaon,-16.5
11,November,Narail,-16.5
11,November,Narayanganj,-16.5
11,November,Narsingdi,-16.5
11,November,Natore,-16.5
11,November,Nawabganj,-16.5
11,November,Netrakona,-16.5
11,November,Nilphamari,-16.5
11,November,Noakhali,-16.5
11,November,Pabna,-16.5
11,November,Panchagarh,-16.5
11,November,Patuakhali,-16.5
11,November,Pirojpur,-16.5
11,November,Rajbari,-16.5
11,November,Rajshahi,-16.5
11,November,Rangamati,-16.5
11,November,Rangpur,-16.5
11,November,Satkhira,-16.5
11,November,Shariatpur,-16.5
11,November,Sherpur,-16.5
11,November,Sirajganj,-16.5
11,November,Sunamganj,-16.5
11,November,Sylhet,-16.5
11,November,Tangail,-16.5
11,November,Thakurgaon,-16.5
11,November,national_mean,-16.5
12,December,Bagerhat,-16.5
12,December,Bandarban,-16.5
12,December,Barguna,-16.5
12,December,Barisal,-16.5
12,December,Bhola,-16.5
12,December,Bogra,-16.5
12,December,Brahamanbaria,-16.5
12,December,Chandpur,-16.5
12,December,Chittagong,-16.5
12,December,Chuadanga,-16.5
12,December,Comilla,-16.5
12,December,Cox's Bazar,-16.5
12,December,Dhaka,-16.5
12,December,Dinajpur,-16.5
12,December,Faridpur,-16.5
12,December,Feni,-16.5
12,December,Gaibandha,-16.5
12,December,Gazipur,-16.5
12,December,Gopalganj,-16.5
12,December,Habiganj,-16.5
12,December,Jamalpur,-16.5
12,December,Jessore,-16.5
12,December,Jhalokati,-16.5
12,December,Jhenaidah,-16.5
12,December,Joypurhat,-16.5
12,December,Khagrachhari,-16.5
12,December,Khulna,-16.5
12,December,Kishoreganj,-16.5
12,December,Kurigram,-16.5
12,December,Kushtia,-16.5
12,December,Lakshmipur,-16.5
12,December,Lalmonirhat,-16.5
12,December,Madaripur,-16.5
12,December,Magura,-16.5
12,December,Manikganj,-16.5
12,December,Maulvibazar,-16.5
12,December,Meherpur,-16.5
12,December,Munshiganj,-16.5
12,December,Mymensingh,-16.5
12,December,Naogaon,-16.5
12,December,Narail,-16.5
12,December,Narayanganj,-16.5
12,December,Narsingdi,-16.5
12,December,Natore,-16.5
12,December,Nawabganj,-16.5
12,December,Netrakona,-16.5
12,December,Nilphamari,-16.5
12,December,Noakhali,-16.5
12,December,Pabna,-16.5
12,December,Panchagarh,-16.5
12,December,Patuakhali,-16.5
12,December,Pirojpur,-16.5
12,December,Rajbari,-16.5
12,December,Rajshahi,-16.5
12,December,Rangamati,-16.5
12,December,Rangpur,-16.5
12,December,Satkhira,-16.5
12,December,Shariatpur,-16.5
12,December,Sherpur,-16.5
12,December,Sirajganj,-16.5
12,December,Sunamganj,-16.5
12,December,Sylhet,-16.5
12,December,Tangail,-16.5
12,December,Thakurgaon,-16.5
12,December,national_mean,-16.5
